,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1040331508890853376,1040324022385295360,LuscaSilva2,"@UPS Tracking number: 1ZR3773V4241126617 I feel like I've been robbed, that's fair ?",Thu Sep 13 20:08:54 +0000 2018,0,0,,
1,1040334241119133696,1040324022385295360,LuscaSilva2,@UPSHelp https://t.co/YWsTjiFNPa,Thu Sep 13 20:19:46 +0000 2018,0,0,,
2,1044446544697552896,1040324022385295360,LuscaSilva2,@UPSLongitudes @UPS @SteveStrauss UPS I'm still waiting for a response. Where's my money?,Tue Sep 25 04:40:35 +0000 2018,0,0,,
3,1044554581290733569,271516607,UPSHelp,"@LuscaSilva2 I am sorry we were not able to respond to you sooner. I would like to take a deeper look into the details of your concerns. Please DM the tracking number, full address and best contact number. We will assist your with this matter. ^TB https://t.co/wKJHDXWGRQ",Tue Sep 25 11:49:53 +0000 2018,0,0,,
4,1044569606583513089,1040324022385295360,LuscaSilva2,@UPSHelp Tracking number: 1ZR3773V4241126617 /// my email is lucas110182@gmail.com thanks.,Tue Sep 25 12:49:36 +0000 2018,0,0,,
5,1044572729691787266,271516607,UPSHelp,@LuscaSilva2 With this tracking number I am not showing that UPS has had possession of this package. I am going to recommend reaching out to the shipper to look into this matter. ^AC,Tue Sep 25 13:02:00 +0000 2018,0,0,,
6,1044573225420652544,1040324022385295360,LuscaSilva2,"@UPSHelp Hi Dear, on 09/05/2018 I was in the ups store 601 van Ness Av suite and San Francisco, I posted a package, but unfortunately I had a financial problem, I went back to the store and talked to Mr. Pi explain what had happened and requested the cancellation of the shipment.",Tue Sep 25 13:03:58 +0000 2018,0,0,,
7,1044573290998652928,1040324022385295360,LuscaSilva2,"@UPSHelp Mr Pi refused to cancel the shipment, I do not think it would be fair to pay for service that was not provided.",Tue Sep 25 13:04:14 +0000 2018,0,0,,
8,1044573441616052231,1040324022385295360,LuscaSilva2,@UPSHelp https://t.co/qrnVwAbuwS,Tue Sep 25 13:04:50 +0000 2018,0,0,,
9,1044573462600212481,1040324022385295360,LuscaSilva2,@UPSHelp https://t.co/eoeRWUjZ43,Tue Sep 25 13:04:55 +0000 2018,0,0,,
10,1044577367950315520,271516607,UPSHelp,@LuscaSilva2 We'll be more than happy to assist. Please DM us the details using the following link. ^MH https://t.co/wKJHDXWGRQ,Tue Sep 25 13:20:26 +0000 2018,0,0,,
