,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,776919439342043136,25631708,heathen1973,"@UPS messed up my iPhone delivery. My phone arrived in LA this am, but they won't deliver or let me pick up, have 2 wait until Sat. #upssux",Fri Sep 16 23:03:23 +0000 2016,0,0,,
1,776920195747065856,25631708,heathen1973,@UPSHelp Where is my iPhone?  Phone got to LA this morning and still no status update!,Fri Sep 16 23:06:23 +0000 2016,0,0,,
2,776985611165011968,25631708,heathen1973,@UPSHelp thank u. Some1 wrote earlier but still no official update. it's def not coming 2day. I want 2 know it will b Sat. I will email.,Sat Sep 17 03:26:20 +0000 2016,0,0,,
3,776987493304406016,25631708,heathen1973,@UPSHelp just sent email. lol Pliny forward to your response,Sat Sep 17 03:33:48 +0000 2016,0,0,,
4,1042939799298953217,25631708,heathen1973,@UPS @UPSHelp WTF!!!  Fix this!  iPhone is guaranteed by 9/21. https://t.co/Ogd27LZO77,Fri Sep 21 00:53:19 +0000 2018,0,0,,
5,1043085177201803264,271516607,UPSHelp,@heathen1973 I understand how that can be concerning. We'll gladly check the information and options available. Message us the UPS tracking number.  ^EA https://t.co/wKJHDXWGRQ,Fri Sep 21 10:31:00 +0000 2018,0,0,,
6,1043181801299034112,25631708,heathen1973,I HATE @UPS so much for ruining iPhone Day again and again!!!!!,Fri Sep 21 16:54:57 +0000 2018,0,0,,
7,1043216440654934016,25631708,heathen1973,@modernboy1974 @UPS @UPSHelp @AppleSupport @Apple They did the same thing to me. Now I have to come to my office to get it tomorrow. Livid.,Fri Sep 21 19:12:36 +0000 2018,0,1,,
8,1043261273159299072,25631708,heathen1973,@modernboy1974 @UPS @UPSHelp @AppleSupport @Apple Same here. My office is closed. It’s looking like Monday. Sucks.,Fri Sep 21 22:10:45 +0000 2018,0,0,,
9,1043287991525945345,25631708,heathen1973,How many people have had #iPhone day ruined by #ups?  My phone was not delivered and they can’t tell me where it is. @Apple @UPSHelp,Fri Sep 21 23:56:55 +0000 2018,0,14,,
10,1043289272571310080,271516607,UPSHelp,@heathen1973 The package is in transit. It will have an updated scan as movement continues. It has been upgraded for a delivery of tomorrow. I'm sorry for the wait and inconvenience. ^RN,Sat Sep 22 00:02:00 +0000 2018,0,1,,
11,1043305466485399554,25631708,heathen1973,@UPSHelp I have to come to my office and I have no idea of when it will arrive,Sat Sep 22 01:06:21 +0000 2018,0,0,,
12,1044320803913748482,25631708,heathen1973,"@DesmondBoehmer @UPS I ended up going to the apple store on Saturday and buying another one. If/when my phone ever arrives through UPS, I’m going to return it.",Mon Sep 24 20:20:56 +0000 2018,0,0,,
13,1044649634008682497,25631708,heathen1973,@ScottForensics @Apple @UPSHelp Exact same thing is happening to me. If phone ever arrives I am returning it. I went to the apple store on Saturday and bought the phone I wanted. I’m not doing this preorder crap anymore unless they switch to FedEx.,Tue Sep 25 18:07:36 +0000 2018,0,0,,
14,1044674732988059648,25631708,heathen1973,"Day 4: #iPhone held hostage by #UPS. I am told it is in a cage, but he can’t confirm because only security can open the cage. It may be delivered tomorrow or Thursday. Was offered the option to pick it up. NO!!!  I work. @UPS, it’s your job to deliver...not mine!!! #NeverAgain",Tue Sep 25 19:47:20 +0000 2018,0,0,,
