,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043749977657434113,952293073,FedExHelp,"@alickcarvalho Hello Alick, my name is Joseph. I'm extremely sorry to hear of this issue. I've tried to look into this, however since the package was from last your our system has removed its information. This may have gone to our OverGoods department and was recently found then delivered.",Sun Sep 23 06:32:41 +0000 2018,1,0,,
1,1043850955073220609,65733703,alickcarvalho,@FedExHelp This is extremely gross. Your site reported it delivered the next working day! I want complete investigation. I will take appropriate action accordingly.,Sun Sep 23 13:13:56 +0000 2018,0,0,,
2,1043850976690663425,65733703,alickcarvalho,"RT @FedExHelp: @alickcarvalho Hello Alick, my name is Joseph. I'm extremely sorry to hear of this issue. I've tried to look into this, howe…",Sun Sep 23 13:14:01 +0000 2018,1,0,,
3,1043856732714405890,952293073,FedExHelp,"@alickcarvalho Hello Alick, my name is Karin. I apologize for the inconvenience this has caused and this is not the experience we want to provide. I would be happy to look into this matter, please DM the tracking number, delivery address and contact information. Thank you!",Sun Sep 23 13:36:53 +0000 2018,1,0,,
4,1044128831999791105,65733703,alickcarvalho,"RT @FedExHelp: @alickcarvalho Hello Alick, my name is Karin. I apologize for the inconvenience this has caused and this is not the experien…",Mon Sep 24 07:38:07 +0000 2018,1,0,,
5,1044523983524253702,65733703,alickcarvalho,"@FedExHelp Joseph, your response is totally deceiving. Your delivery man lied and your tracking system lied. Now you you are making stories to hide your misdeeds. My self And my wife have suffered greatly and I want thorough investigation",Tue Sep 25 09:48:18 +0000 2018,0,0,,
6,1044525237302382592,65733703,alickcarvalho,"@FedExHelp Karin, your apology is not accepted. FedEx delivery man lied your tracking system lied, causing sleepless nights to self and my wife whose package was also delivered together",Tue Sep 25 09:53:17 +0000 2018,0,0,,
7,1044526081112526849,65733703,alickcarvalho,"@FedExHelp Tracking no’s 7866 1365 3950 Aleixo Carvalho and 7866 1366 1904 both shipped on 18MAY17 overnighted to 377 Foxwood Rd Union, NJ 07983",Tue Sep 25 09:56:38 +0000 2018,0,0,,
8,1044526420276457472,65733703,alickcarvalho,@FedExHelp I reserve the rights to appropriate action for this huge lapse and compensation for sufferings.,Tue Sep 25 09:57:59 +0000 2018,0,0,,
9,1044535052728709120,952293073,FedExHelp,"@alickcarvalho Hello, my name is Bobby. I understand your concerns and will be happy to look into this for you. Please follow and DM @FedExHelp so I can review and assist. https://t.co/7vnSkvqx3r",Tue Sep 25 10:32:17 +0000 2018,0,0,,
