,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1040346914309459969,1592358787,Cindy_c05,@FedexMexico hice un envío a mexico desde usa y lleva más de 24hrs en aduana en Toluca. Ya q está fuera de usa @FedEx no me sabe decir que está pasando. Necesito ayuda! @FedExHelp,Thu Sep 13 21:10:07 +0000 2018,0,0,,
1,1040594464299999233,1592358787,Cindy_c05,"@FedEx I sent a package to Mexico on Monday, it’s being in customs since Wednesday morning and I got an email yesterday from @FedexMexico stating that the package won’t arrive on time, there’s nothing you can do and basically don’t what’s going happen.  #frustrating  @FedExHelp",Fri Sep 14 13:33:48 +0000 2018,0,0,,
2,1040595385113296897,1592358787,Cindy_c05,"@FedExHelp A package that I paid $140 to arrive today it’s been in customs in Toluca, Mexico since Wednesday morning. I got an email from @FedexMexico saying they don’t know when/if the package is going to be available. I need a better solution than you telling me to wait",Fri Sep 14 13:37:27 +0000 2018,0,0,,
3,1040624813176442880,1592358787,Cindy_c05,"Seriously @FedExHelp I’ve been trying to find my package sent with you and held at customs in Toluca, Mexico. You didn’t help but @UPS just gave me the number for the customs office and a list of conditions for mailing to mex. #thankyou.  Won’t use #FedEx again",Fri Sep 14 15:34:23 +0000 2018,0,1,,
4,1040667975521583106,1592358787,Cindy_c05,"@FedExHelp  I need an update on the package that I sent. All I keep getting is emails from you saying is out of your hands. And can’t help once the package leaves the USA. @FedEx I paid for your service, but even though the package won’t arrive I get no answers",Fri Sep 14 18:25:54 +0000 2018,0,0,,
5,1040670722002219009,1592358787,Cindy_c05,Necesitan mega operativo chimera para encontrar 450mdd; pero mi paquete enviado por @FedEx con una sudadera y chocolates está detenido desde hace tres días en la aduana de Toluca por que fue seleccionado para investigación 🙄 #chocolatesnomillones #prioridades https://t.co/B61vBQYoXa,Fri Sep 14 18:36:49 +0000 2018,1,1,,
6,1041751799898750976,952293073,FedExHelp,@Cindy_c05 Thank you for contacting the U.S. Social Media team. I will be transferring you to the appropriate department for further assistance. Thank you Patricia,Mon Sep 17 18:12:38 +0000 2018,0,0,,
7,1041757456932712448,1592358787,Cindy_c05,"@FedExHelp Ok the @fedexteayuda doesn’t really speak English and they also don’t know what to do and won’t give me and answer. If I paid for the shipment in the US should be able to respond and contact your counterpart in an other country, why does the customer have to do it?",Mon Sep 17 18:35:07 +0000 2018,0,0,,
8,1041760969393942529,1592358787,Cindy_c05,"@fedex can’t reach their counterpart @fedexteayuda in Mexico, but somehow expects that their customer reach them and figure out what’s going on. #CustomerService #fail #LostInTranslation @FedExHelp it’s been so frustrating!!!",Mon Sep 17 18:49:04 +0000 2018,0,0,,
9,1043479551995719680,1592358787,Cindy_c05,"@FedEx @FedExHelp I paid $140dllrs for a package to be delivered Friday sep 14th, a week later the package hasn’t arrived, its at your facility but the schedule delivery is still pending!! Terrible service! #fedexfail",Sat Sep 22 12:38:06 +0000 2018,0,0,,
10,1043481351767375872,1592358787,Cindy_c05,You know the package is a week late and still don’t give priority (or even a date!) to this delivery!! Yesterday it said it would arrive by the end of the day. Worst service and total lack of communication @FedEx @FedExHelp @fedexteayuda https://t.co/L7eCsxtouE,Sat Sep 22 12:45:15 +0000 2018,0,0,,
