,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1042010602678493189,754704901792489472,jbarnett71,@bertjevan Looking fantastic bert hope you have a great day.😃😃😃 @FedExEurope @TNTMediaHub #OneTeam,Tue Sep 18 11:21:01 +0000 2018,0,1,,
1,1042373386452774913,754704901792489472,jbarnett71,RT @FedExEurope: We’re excited to announce Sean Healy has been appointed as our new Regional COO for FedEx Express Europe. Sean joined FedE…,Wed Sep 19 11:22:36 +0000 2018,9,0,,
2,1042373901827891200,754704901792489472,jbarnett71,@FedExEurope Started as a package handler!!! Just proves that hard work pays off then. Congratulations Sean Healy. 👏👏👏  @bertjevan 👍,Wed Sep 19 11:24:39 +0000 2018,0,4,,
3,1042538274030530561,754704901792489472,jbarnett71,RT @FedEx: Congrats to @myCryptoHippo of @JACentralON for winning the FedEx Junior Business Challenge at @playofffinale! FedEx will make a…,Wed Sep 19 22:17:48 +0000 2018,23,0,,
4,1042671886717599744,754704901792489472,jbarnett71,RT @FedExEurope: Are you getting the most of your business meetings? Check out these #toptips to help you achieve more effective and effici…,Thu Sep 20 07:08:44 +0000 2018,2,0,,
5,1043422417010470913,754704901792489472,jbarnett71,#lovethelorry week is over for another year but I'll be loving my lorry again next week because it keeps the FedEx wheel turning. @FedExEurope @TNTUKOfficial @bertjevan 😃👍👏 https://t.co/zHQYSLGttz,Sat Sep 22 08:51:04 +0000 2018,0,6,,
6,1043436265931264002,754704901792489472,jbarnett71,"@bertjevan @FedExEurope @TNTUKOfficial Morning Bert,thanks for those kind words. Together we are stronger my friend,have a great weekend. #teamfedex #TogetherStronger Keep them FedEx wheels turning.👍👍👍👏😃",Sat Sep 22 09:46:06 +0000 2018,0,1,,
7,1043857349016981504,754704901792489472,jbarnett71,"RT @FedExCanada: Ready, set, go! We’re excited to be participating in this year’s #RunwayRun with @TorontoPearson in support of the Propell…",Sun Sep 23 13:39:20 +0000 2018,1,0,,
8,1044318079952539648,754704901792489472,jbarnett71,"RT @FedExEurope: For every fruit basket purchased by team Frankfurt, @fruitfuloffice plants a tree in Malawi. There’s nothing like fresh fr…",Mon Sep 24 20:10:07 +0000 2018,21,0,,
9,1044330362560761862,754704901792489472,jbarnett71,@farmer_kaleigh @FedEx @FedExHelp 👏👏👏 Well done @fedex @FedExHelp,Mon Sep 24 20:58:55 +0000 2018,0,3,,
