,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1042700103251894272,952293073,FedExHelp,"@Curiosity7709 My apologies, the U.S. Social Media team can assist with shipments inbound to the U.S. Please reach out to @FedExHelpEU for assistance in your location. You may also call 03456 07 08 09 or email uk@fedex.com. I am sorry for the inconvenience. - Bobby https://t.co/6uE0yQ8ibI",Thu Sep 20 09:00:51 +0000 2018,0,0,,
1,1042779797645090818,952293073,FedExHelp,@MRK_290 Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI,Thu Sep 20 14:17:32 +0000 2018,0,0,,
2,1043112551117201408,952293073,FedExHelp,@MayhemsSolution Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI,Fri Sep 21 12:19:46 +0000 2018,0,0,,
3,1043191161089875969,952293073,FedExHelp,"@gpinorthwest My apologies, the U.S. Social Media team can assist with shipments inbound to the U.S. Please reach out to @FedExHelpEU for assistance in your location. Thanks. -Eric",Fri Sep 21 17:32:09 +0000 2018,0,0,,
4,1043469577835950080,952293073,FedExHelp,"@AntonelioAngel Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. -Lakin
 https://t.co/6uE0yQ8ibI",Sat Sep 22 11:58:28 +0000 2018,0,0,,
5,1044249952820563968,952293073,FedExHelp,"@C7_LCX Hi, this is Giovanni. You have reached U.s. Domestic customer support. For assistance in your country, please tag @FedExHelpEu",Mon Sep 24 15:39:24 +0000 2018,0,0,,
6,1044307520658051083,952293073,FedExHelp,@NicolaScotty Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI,Mon Sep 24 19:28:09 +0000 2018,0,0,,
7,1044516283746865152,2876535868,FedExHelpEU,"@gpinorthwest @FedExHelp Good Morning. Our sincere apologies for the long delay, we have experienced some major technical issues. After checking the DMS, I do not see any information. I am unsure if this was replied to, to the US team.",Tue Sep 25 09:17:42 +0000 2018,0,0,,
8,1044516310699429889,2876535868,FedExHelpEU,"@gpinorthwest @FedExHelp Can I please ask you to DM with the tracking number, name and address for me to look into this for you. Kind Regards Lisa",Tue Sep 25 09:17:49 +0000 2018,0,0,,
9,1044646030510297088,952293073,FedExHelp,"@HarajukuGurl87 Hello, this is Robin. Thank you for contacting the U.S. social media team.  Please reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI",Tue Sep 25 17:53:16 +0000 2018,0,0,,
10,1044940981664133120,952293073,FedExHelp,@1bith @lisalaposte @FedEx Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI,Wed Sep 26 13:25:18 +0000 2018,0,0,,
11,1044961748300824581,952293073,FedExHelp,@Shiriakhatun Thank you for contacting the U.S. social media team. Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location.,Wed Sep 26 14:47:49 +0000 2018,0,0,,
12,1044976577723977730,952293073,FedExHelp,@BearTowell You can also reach out to @FedExHelpEU for assistance in your location. https://t.co/6uE0yQ8ibI,Wed Sep 26 15:46:45 +0000 2018,0,0,,
13,1044980413788299271,952293073,FedExHelp,"@artbaretta Hi, this is April.  Thank you for contacting the U.S. Social Customer Service team. Please reach out to @FedExHelpEU for assistance in your location. 
https://t.co/6uE0yQ8ibI",Wed Sep 26 16:02:00 +0000 2018,0,0,,
